topic,arg_A,arg_B,text_A,text_B,type_A,type_B,sbert_score
higher_dog_poo_fines,a1,a2,There should be much higher fines for dog dirt left on pavements.,although there aren't enough bins and bag-dispensers for dog dirt.,claim,objection,0.6014
higher_dog_poo_fines,a1,a2,"Dog owners should pay higher fines for dog dirt left on pavements,",although there aren't enough bins and bag-dispensers for dog dirt.,claim,objection,0.6012
higher_dog_poo_fines,a3,a3,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","in general, however, a clean environment and the role model effect of others is more likely to motivate the dog owner to pick up the droppings than a potential fine.",claim,premise,0.6003
higher_dog_poo_fines,a1,a1,"Dog dirt on the pavement requires my complete, ground-focused attention on my way to work.","If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",premise,claim,0.5993
higher_dog_poo_fines,a2,a1,Dog dirt is disgusting and a hygiene problem.,There should be much higher fines for dog dirt left on pavements.,premise,claim,0.598
higher_dog_poo_fines,a1,a2,There should be a higher fine for dog dirt on the pavement.,although there aren't enough bins and bag-dispensers for dog dirt.,claim,objection,0.5977
higher_dog_poo_fines,a5,a4,"Some dog owners assume that paying a dog licence fee covers the removal of such waste,",but cleaning up after their dogs does happen to be the obligation of the owners.,objection,objection,0.5972
higher_dog_poo_fines,a4,a3,but cleaning up after their dogs does happen to be the obligation of the owners.,One reason for this is that they have thus far hardly had to fear the consequences despite the obligation to clean up.,objection,premise,0.5964
higher_dog_poo_fines,a1,a2,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",which in turn would result in generally clean pavements.,claim,premise,0.5942
higher_dog_poo_fines,a4,a1,Dog owners may think that dog dirt is only a harmless secretion of an animal like any other.,"Dog owners should pay higher fines for dog dirt left on pavements,",objection,claim,0.5936
higher_dog_poo_fines,a4,a1,Dog owners may think that dog dirt is only a harmless secretion of an animal like any other.,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",objection,claim,0.5933
higher_dog_poo_fines,a1,a4,For dog dirt left on the pavement dog owners should by all means pay a bit more.,"Besides, the fines for public urination by a human are higher than for leaving behind dog dirt on the pavement, which is disproportionate.",claim,premise,0.5932
higher_dog_poo_fines,a4,a5,"Besides, the fines for public urination by a human are higher than for leaving behind dog dirt on the pavement, which is disproportionate.","Some dog owners assume that paying a dog licence fee covers the removal of such waste,",premise,objection,0.5922
higher_dog_poo_fines,a1,a4,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,"A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all.",claim,premise,0.5893
higher_dog_poo_fines,a1,a6,For dog dirt left on the pavement dog owners should by all means pay a bit more.,A dog dirt-free city will be more attractive not only for its residents but also for tourists!,claim,premise,0.5892
higher_dog_poo_fines,a1,a6,There should be much higher fines for dog dirt left on pavements.,A dog dirt-free city will be more attractive not only for its residents but also for tourists!,claim,premise,0.588
higher_dog_poo_fines,a2,a1,Stepping in dog dirt is gross and absolutely ruins your day,Pieces of dog poo on the pavements are a real danger.,premise,premise,0.5872
higher_dog_poo_fines,a1,a2,One can hardly move in Friedrichshain or Neukölln these days without permanently scanning the ground for dog dirt.,Stepping in dog dirt is gross and absolutely ruins your day,premise,premise,0.5855
higher_dog_poo_fines,a1,a2,For dog dirt left on the pavement dog owners should by all means pay a bit more.,Stepping in dog dirt is gross and absolutely ruins your day,claim,premise,0.5855
higher_dog_poo_fines,a1,a2,There should be much higher fines for dog dirt left on pavements.,which in turn would result in generally clean pavements.,claim,premise,0.5851
higher_dog_poo_fines,a3,a5,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","Some dog owners assume that paying a dog licence fee covers the removal of such waste,",claim,objection,0.5845
higher_dog_poo_fines,a2,a1,Dog dirt is disgusting and a hygiene problem.,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,premise,claim,0.5839
higher_dog_poo_fines,a5,a1,"Some dog owners assume that paying a dog licence fee covers the removal of such waste,","If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",objection,claim,0.5839
higher_dog_poo_fines,a4,a1,Dog owners may think that dog dirt is only a harmless secretion of an animal like any other.,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,objection,claim,0.5838
higher_dog_poo_fines,a2,a1,Stepping in dog dirt is gross and absolutely ruins your day,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",premise,claim,0.5834
higher_dog_poo_fines,a3,a1,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",There should be a higher fine for dog dirt on the pavement.,claim,claim,0.5821
higher_dog_poo_fines,a1,a2,There should be a higher fine for dog dirt on the pavement.,Stepping in dog dirt is gross and absolutely ruins your day,claim,premise,0.5804
higher_dog_poo_fines,a1,a1,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",Pieces of dog poo on the pavements are a real danger.,claim,premise,0.5796
higher_dog_poo_fines,a1,a4,"Dog dirt on the pavement requires my complete, ground-focused attention on my way to work.",Dog owners may think that dog dirt is only a harmless secretion of an animal like any other.,premise,objection,0.5786
